links	links-href	title	smalltitle	address	locationlink	locationlink-href	prise	details
Het Noordbrabants Museum'S HERTOGENBOSCHDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Het+Noordbrabants+Museum/Het+Noordbrabants+Museum.aspx	Het Noordbrabants Museum 'S HERTOGENBOSCH	'S HERTOGENBOSCH					
Dit museum is kidsproofMuseum VolkenkundeLEIDENDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Museum+Volkenkunde/Museum+Volkenkunde.aspx	Museum Volkenkunde LEIDEN						"Museum Volkenkunde is een museum over mensen, gevestigd in een monumentaal gebouw aan de Singel, op vijf minuten loopafstand van station Leiden-Centraal. Bezoekers bereiken het museum via de tuin, waarin de metershoge totempaal hen welkom heet. Het museum presenteert regelmatig wisselende exposities en toont in de vaste tentoonstelling objecten uit acht cultuurgebieden. Voorwerpen die stuk voor stuk een menselijk verhaal vertellen. Verhalen over universele menselijke thema’s zoals rouwen, vieren, versieren, bidden of vechten. Ze maken nieuwsgierig naar de enorme culturele diversiteit die de wereld rijk is. Van Oceanië tot de Noordpoolgebieden, van Geisha tot de Boeddha en van Mekka tot Leiden. In Museum Volkenkunde ontdek je dat we - ondanks de verschillen - allemaal hetzelfde zijn."
Stadsmuseum SteenwijkSTEENWIJKDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Stadsmuseum+Steenwijk/Stadsmuseum+Steenwijk.aspx	Stadsmuseum Steenwijk STEENWIJK					Museumkaart	
Dit museum is kidsproofNederlands OpenluchtmuseumARNHEMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Nederlands+Openluchtmuseum/Nederlands+Openluchtmuseum.aspx	Nederlands Openluchtmuseum ARNHEM					Museumkaart	
JenevermuseumSCHIEDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Jenevermuseum/Nationaal+Jenevermuseum+Schiedam.aspx	Jenevermuseum SCHIEDAM	SCHIEDAM					
Nationaal Vlasserij-SuikermuseKLUNDERTDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Nationaal+Vlasserij-Suikermuseum/Nationaal+Vlasserij-Suikermuseum.aspx	Nationaal Vlasserij-Suikermuseum KLUNDERT						"Klundert is het middelpunt van een gebied waar sinds jaar en dag vlas en suiker worden verbouwd. De verwerking van vlas en suikerbiet tot linnen en suiker staat centraal in het Nationaal Vlasserij-Suikermuseum. In de vlasserijexpositie tonen vrijwilligers het verwerkingsproces van vlas tot linnen. Door de vlasstengel te repelen, braken, hekelen en zwingelen verwerken ze hem tot vlaslint. De suikerexpositie is een rondleiding langs authentieke voorwerpen, displays van het productieproces en vitrines met oude suikerproducten. De rondleiding begint bij een reusachtig handgeborduurde wandkleed waarop het oogst- en verwerkingsproces is uitgebeeld."
Museum HaarlemHAARLEMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Museum+Haarlem/Museum+Haarlem.aspx	Museum Haarlem HAARLEM	HAARLEM					
Kasteel HeeswijkHEESWIJK-DINTHERDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Kasteel+Heeswijk/Kasteel+Heeswijk.aspx	Kasteel Heeswijk HEESWIJK-DINTHER			Tonen op kaart	"http://maps.google.nl/maps?q=Locatie%C2%A0van%C2%A0HEESWIJK-DINTHER%4051.6558623,5.4411624&hl=nl&ie=UTF8&t=m&om=1&z=12"		
Hermitage AmsterdamAMSTERDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Hermitage+Amsterdam/Hermitage+Amsterdam.aspx	Hermitage Amsterdam AMSTERDAM		"Amstel 51
1018EJ  AMSTERDAM
				            020 - 53 08 755"				
Noord-Veluws MuseumNUNSPEETDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Noord-Veluws+Museum/Noord-Veluws+Museum.aspx	Noord-Veluws Museum NUNSPEET	NUNSPEET					
Museum Stad AppingedamAPPINGEDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Museum+Stad+Appingedam/Museum+Stad+Appingedam.aspx	Museum Stad Appingedam APPINGEDAM					Museumkaart	
Dit museum is kidsproofVerzetsmuseum AmsterdamAMSTERDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Verzetsmuseum+Amsterdam/Verzetsmuseum+Amsterdam.aspx	Verzetsmuseum Amsterdam AMSTERDAM						"Het Verzetsmuseum gaat niet over helden en schurken, maar over gewone mensen, die in een tijd van schaarste en onderdrukking voor dilemma's kwamen te staan en keuzes moesten maken. Een decor van nagebouwde straten en wandvullende foto’s roept de sfeer op van de oorlogsjaren. Authentieke voorwerpen, foto's, documenten, film- en geluidsfragmenten vertellen de geschiedenis van mensen in oorlogstijd. Het museum heeft ook een expositie over Nederlands-Indië. In het Verzetsmuseum Junior maken kinderen kennis met Jan, Eva, Nelly en Henk, die als kind de oorlog hebben meegemaakt. Via deze kinderen komen ze meer te weten over het dagelijkse leven, de jodenvervolging, het verzet en hoe het was om in een NSB-gezin te leven."
Museum BrediusDEN HAAGDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Museum+Bredius/Museum+Bredius.aspx	Museum Bredius DEN HAAG						"In een 18e-eeuws herenhuis toont Museum Bredius de privécollectie van kunsthistoricus dr. Abraham Bredius met werk van Rembrandt, Jan Steen, Adriaen van Ostade en vele andere meesters uit de Gouden Eeuw. Abraham Bredius (1855-1946) verzamelde voornamelijk 17e-eeuwse schilderijen en tekeningen van Hollandse Meesters. Ook meubelen, porselein, zilver en kristal maken deel uit van de collectie. Museum Bredius presenteert ook tijdelijke kleinere en grotere tentoonstellingen. Het museumpand zelf, een 18e-eeuws herenhuis, is ook zeer zeker de moeite waard."
Dit museum is kidsproofTechniekmuseum HEIMHENGELODit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Techniekmuseum+HEIM/Techniekmuseum+HEIM.aspx	Techniekmuseum HEIM HENGELO						"Verboden af te blijven! Dat is het motto van dit interactieve Techniekmuseum. Niet voor niets kreeg dit doemuseum de tweede prijs bij het Leukste uitje van Overijssel 2016 van de ANWB. Alles is aanwezig om het hele gezin enthousiast te maken over techniek. Zo ontdek je duurzame energie op een bijzondere manier. Op een interactieve wereldbol onderzoek je de aarde, daarna speel je E-games. De Radar-en Detectiezaal met zijn gamecomputers is een voorbeeld van hoe het Techniek-museum wetenschap leuk maakt. Beleef het Techniekmuseum zelf, want techniek staat nooit stil."
Landbouw-Juttersmuseum 'SwartwBUREN-AMELANDDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Landbouw-Juttersmuseum+%27Swartwoude%27/Juttersmuseum++Swartwoude.aspx	Landbouw-Juttersmuseum 'Swartwoude' BUREN-AMELAND		"Hoofdweg 1
9164KL  BUREN-AMELAND
				            (0519) 54 28 45"				
Dit museum is kidsproofTeylers MuseumHAARLEMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Teylers+Museum/Teylers+Museum.aspx	Teylers Museum HAARLEM			Tonen op kaart	"http://maps.google.nl/maps?q=Locatie%C2%A0van%C2%A0HAARLEM%4052.3803511,4.6403448&hl=nl&ie=UTF8&t=m&om=1&z=12"		
Huis ZypendaalARNHEMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Huis+Zypendaal/Huis+Zypendaal.aspx	Huis Zypendaal ARNHEM			Tonen op kaart	"http://maps.google.nl/maps?q=Locatie%C2%A0van%C2%A0ARNHEM%4051.9851034,5.8987296&hl=nl&ie=UTF8&t=m&om=1&z=12"		
Het Nieuwe InstituutROTTERDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Het+Nieuwe+Instituut/Het+Nieuwe+Instituut.aspx	Het Nieuwe Instituut ROTTERDAM	ROTTERDAM					
Biesbosch MuseumEilandWERKENDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Biesbosch+MuseumEiland/Biesbosch+MuseumEiland.aspx	Biesbosch MuseumEiland WERKENDAM						"Het Biesbosch MuseumEiland ligt in het hart van Nationaal Park De Biesbosch, een uniek zoetwatergetijdengebied dat sinds 1994 de status Nationaal Park heeft.
Het is natuur, gevormd door een voor Nederland kenmerkende cultuur-historie. Hier hebben mensen eeuwenlang gewerkt met en tegen het water, polders gemaakt, de natuur naar hun hand gezet met een heel eigen griend- en rietcultuur. De vaste collectie is te zien in zeven themapaviljoens en neemt de bezoeker mee van de ontstaansgeschiedenis van het zoetwatergetijdengebied tijdens de Sint-Elisabethsvloed in 1421 tot het huidige uitnodigende recreatiegebied. Met de historische griend De Pannekoek aan de overzijde clustert het Biesbosch MuseumEiland allerlei activiteiten, van tentoonstellings-bezoek tot horecapleisterplaats voor recreanten, van vertrekpunt voor de fluisterboot tot uitvalsbasis voor verschillende fiets- en wandelroutes."
Het Noordbrabants Museum'S HERTOGENBOSCHDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Het+Noordbrabants+Museum/Het+Noordbrabants+Museum.aspx	Het Noordbrabants Museum 'S HERTOGENBOSCH						"Het museum toont kunst, cultuur en geschiedenis van Noord-Brabant. Het gouvernementspaleis is in originele staat gerestaureerd, moderne uitbreidingen zorgen voor een spannende, nieuwe omgeving. Sprankelende presentaties geven een beeld van de rijkdom van Brabantse kunst, geschiedenis en cultuur. Veelzijdigheid en artistieke kwaliteit zijn de belangrijkste uitgangspunten. Te zien zijn presentaties rondom de Romeinen, Kunst tussen 1500 en 1800 en Kunst na 1800. Niet eerder had het Noordbrabants Museum zoveel ruimte om aandacht te besteden aan het cultuurhistorische verhaal van Brabant. Op 850 vierkante meter voert Het Verhaal van Brabant met een mix van kunstwerken en historische objecten de bezoeker mee naar de hoogte- en dieptepunten van het Brabantse verleden. Van de godsdiensttwisten in de zestiende eeuw tot Van Gogh. Van de stedelijke bloei ten tijde van Jheronimus Bosch tot de opkomst van industriesteden als Eindhoven en Oss. En zelfs met een blik op de toekomst. Van Vincent van Gogh, Brabants grootste kunstenaar, zijn negen schilderijen bijeengebracht, waaronder een vroeg Parijs zelfportret uit de collectie van het Van Gogh Museum."
Dit museum is kidsproofTeylers MuseumHAARLEMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Teylers+Museum/Teylers+Museum.aspx	Teylers Museum HAARLEM		"Spaarne  16
2011CH  HAARLEM
				            023 - 5160960"				
Dit museum is kidsproofNatura Docet Wonderryck TwenteDENEKAMPDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Natura+Docet+Wonderryck+Twente/Natura+Docet+Wonderryck+Twente.aspx	Natura Docet Wonderryck Twente DENEKAMP			Tonen op kaart	"http://maps.google.nl/maps?q=Locatie%C2%A0van%C2%A0DENEKAMP%4052.3707879,7.0014928&hl=nl&ie=UTF8&t=m&om=1&z=12"		
Collectie BrandsNIEUW DORDRECHTDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Collectie+Brands/Collectie+Brands.aspx	Collectie Brands NIEUW DORDRECHT						
Museum SchoklandSCHOKLANDDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Museum+Schokland/Museum+Schokland.aspx	Museum Schokland SCHOKLAND					Museumkaart	
Natuurhistorisch Museum MaastrMAASTRICHTDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Natuurhistorisch+Museum+Maastricht/Natuurhistorisch+Museum+Maastricht.aspx	Natuurhistorisch Museum Maastricht MAASTRICHT						"Welke vissen leven er in de Limburgse beken en hoe groot was mosasaurus Bèr? Deze en andere vragen worden beantwoord in Natuurhistorisch Museum Maastricht, het museum over de natuur in Limburg. Het museum geeft in drie permanente exposities een beeld van de Limburgse natuur. Geologie neemt de bezoeker mee op een reis door de tijd langs tropische moerassen en langs de Krijtzee die Limburg overspoelde. De afdeling Biologie informeert over de hedendaagse natuur. Hier is bijvoorbeeld Zuid-Limburg onder de waterspiegel is te zien. In het Dynamicum komt de invloed van mens en klimaat aan de orde."
Portugese Synagoge AmsterdamAMSTERDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Portugese+Synagoge+Amsterdam/Portugese+Synagoge.aspx	Portugese Synagoge Amsterdam AMSTERDAM					Museumkaart	
Museum NijkerkNIJKERKDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Museum+Nijkerk/Museum+Nijkerk.aspx	Museum Nijkerk NIJKERK		"Venestraat 16
3861BX  NIJKERK
				            033 - 2457005"				
MicropiaAMSTERDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Micropia/Micropia.aspx	Micropia AMSTERDAM			Tonen op kaart	"http://maps.google.nl/maps?q=Locatie%C2%A0van%C2%A0AMSTERDAM%4052.3669614,4.9125816&hl=nl&ie=UTF8&t=m&om=1&z=12"		
Museum In 't Houten HuisDE RIJPDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Museum+In+%27t+Houten+Huis/Museum+In+%27t+Houten+Huis.aspx	Museum In 't Houten Huis DE RIJP	DE RIJP					
Collectie BrandsNIEUW DORDRECHTDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Collectie+Brands/Collectie+Brands.aspx	Collectie Brands NIEUW DORDRECHT		"Herenstreek 11a
7885AT  NIEUW DORDRECHT
				            0591-393400"				
Kempenmuseum De Acht ZalighedeEERSELDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Kempenmuseum+De+Acht+Zaligheden/Kempenmuseum+De+Acht+Zaligheden.aspx	Kempenmuseum De Acht Zaligheden EERSEL			Tonen op kaart	"http://maps.google.nl/maps?q=Locatie%C2%A0van%C2%A0EERSEL%4051.3534279,5.3117056&hl=nl&ie=UTF8&t=m&om=1&z=12"		
Cultuur-Historisch Museum SorgHOLLUM-AMELANDDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Cultuur-Historisch+Museum+Sorgdrager/Cultuurhistorisch+Museum+Sorgdrager+.aspx	Cultuur-Historisch Museum Sorgdrager HOLLUM-AMELAND	HOLLUM-AMELAND					
Nederlands VolksbuurtmuseumUTRECHTDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Nederlands+Volksbuurtmuseum/Nederlands+Volksbuurtmuseum+.aspx	Nederlands Volksbuurtmuseum UTRECHT		"Waterstraat  27
3511BW  UTRECHT
				            030 - 23 18 292"				
Nationaal Vlasserij-SuikermuseKLUNDERTDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Nationaal+Vlasserij-Suikermuseum/Nationaal+Vlasserij-Suikermuseum.aspx	Nationaal Vlasserij-Suikermuseum KLUNDERT			Tonen op kaart	"http://maps.google.nl/maps?q=Locatie%C2%A0van%C2%A0KLUNDERT%4051.6596386,4.5260717&hl=nl&ie=UTF8&t=m&om=1&z=12"		
Museum Jan van der TogtAMSTELVEENDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Museum+Jan+van+der+Togt/Museum+Jan+van+der+Togt.aspx	Museum Jan van der Togt AMSTELVEEN					Museumkaart	
Museum De WiegerDEURNEDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Museum+De+Wieger/Museum+De+Wieger.aspx	Museum De Wieger DEURNE		"Oude Liesselseweg  29
5751WN  DEURNE
				            0493 - 32 29 30"				
Dit museum is kidsproofKoninklijk Paleis AmsterdamAMSTERDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Koninklijk+Paleis+Amsterdam/Koninklijk+Paleis+A%27dam.aspx	Koninklijk Paleis Amsterdam AMSTERDAM						"Het Koninklijk Paleis Amsterdam is één van de drie paleizen die gebruikt worden door het Koninklijk Huis. Daarnaast is het een groot deel van het jaar opengesteld voor publiek. Het Paleis werd in de 17e eeuw gebouwd als stadhuis van Amsterdam naar ontwerp van Jacob van Campen. Schilderijen en beeldhouwwerken van beroemde kunstenaars verwijzen symbolisch naar de macht en rijkdom van de stad Amsterdam in de Gouden Eeuw. Met de komst van de broer van de Franse keizer Napoleon, veranderde het stadhuis in 1808 in een Paleis. De prachtige collectie empiremeubelen, pendules en kroonluchters herinneren aan deze tijd."
Museum Willet-HolthuysenAMSTERDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Museum+Willet-Holthuysen/Museum+Willet-Holthuysen.aspx	Museum Willet-Holthuysen AMSTERDAM			Tonen op kaart	"http://maps.google.nl/maps?q=Locatie%C2%A0van%C2%A0AMSTERDAM%4052.365603,4.8990152&hl=nl&ie=UTF8&t=m&om=1&z=12"		
Heerenveen Museum HEERENVEENDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Heerenveen+Museum+/Heerenveen+Museum.aspx	Heerenveen Museum  HEERENVEEN		"Minckelersstraat 11
8442CE  HEERENVEEN
				            0513 - 623 408"				
Kasteel HernenHERNENDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Kasteel+Hernen/Kasteel+Hernen.aspx	Kasteel Hernen HERNEN						"Kasteel Hernen is een tot de verbeelding sprekend kasteel, waar u meteen een stap terug in de tijd doet! Laat u meenemen door het kasteel met als gids een 'pratende' lantaarn, die u door de ogen van de kasteelheer het verhaal vertelt wat er bij komt kijken als je in de 16de eeuw een kasteel wilt aanpassen aan de tijd. Hernen is een voorbeeld van een langzaam gegroeid kasteel. Verdediging maakte in de loop van de tijd plaats voor wooncomfort. In de toren (14de eeuw) kunt u zelfs de meer dan 500 jaar oude dakconstructie nog aanraken en over de voor Nederland unieke overdekte weergangen lopen. Een unieke ervaring!"
Titus Brandsma MuseumBOLSWARDDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Titus+Brandsma+Museum/Titus+Brandsma+Museum.aspx	Titus Brandsma Museum BOLSWARD		"Grote Dijlakker 11
8701KV  BOLSWARD
				            0515 581799"				
Touwmuseum 'De Baanschuur'OUDEWATERDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Touwmuseum+%27De+Baanschuur%27/Touwmuseum+De+Baanschuur.aspx	Touwmuseum 'De Baanschuur' OUDEWATER			Tonen op kaart	"http://maps.google.nl/maps?q=Locatie%C2%A0van%C2%A0OUDEWATER%4052.0245079,4.8718956&hl=nl&ie=UTF8&t=m&om=1&z=12"		
MicropiaAMSTERDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Micropia/Micropia.aspx	Micropia AMSTERDAM		"Plantage Kerklaan 38-40
1018CZ  AMSTERDAM
				            0900 27 84 796"				
SCHUNCKHEERLENDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/SCHUNCK/SCHUNCK+Glaspaleis.aspx	SCHUNCK HEERLEN						"SCHUNCK* is een multidisciplinair cultureel instituut met een museum voor moderne en hedendaagse kunst, een centrum voor onderzoek en presentatie op het terrein van architectuur en stedenbouw, een muziekschool, een openbare bibliotheek, aangevuld met een restaurant en café. Sinds 2003 is SCHUNCK* een presentatie- en educatie-instelling op het terrein van architectuur, beeldende kunst en film, maar ook op het terrein van literatuur, muziek en dans. Anderzijds is SCHUNCK* vanwege de aanwezige collectie moderne en hedendaagse Nederlandse schilderkunst en deelcollectie Aad de Haas, en de museale condities ook een volwaardig professioneel museum."
Touwmuseum 'De Baanschuur'OUDEWATERDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Touwmuseum+%27De+Baanschuur%27/Touwmuseum+De+Baanschuur.aspx	Touwmuseum 'De Baanschuur' OUDEWATER		"Reijersteeg 4
3421SG  OUDEWATER
				            0348-561628"				
Natuurhistorisch Museum MaastrMAASTRICHTDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Natuurhistorisch+Museum+Maastricht/Natuurhistorisch+Museum+Maastricht.aspx	Natuurhistorisch Museum Maastricht MAASTRICHT			Tonen op kaart	"http://maps.google.nl/maps?q=Locatie%C2%A0van%C2%A0MAASTRICHT%4050.8448538,5.687791&hl=nl&ie=UTF8&t=m&om=1&z=12"		
Museum NijkerkNIJKERKDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Museum+Nijkerk/Museum+Nijkerk.aspx	Museum Nijkerk NIJKERK						Bekijk en beleef de geschiedenis van een klein stadje op de rand van de Veluwe en de vroegere Zuiderzee.
Amsterdam Pipe MuseumAMSTERDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Amsterdam+Pipe+Museum/Amsterdam+Pipe+Museum.aspx	Amsterdam Pipe Museum AMSTERDAM						"Het Amsterdam Pipe Museum, voorheen Pijpenkabinet, beheert een collectie die uniek is in Nederland en Europa. Het gespecialiseerde museum geeft een overzicht van de rookcultuur van vijf continenten van vijfhonderd jaar voor Chr. tot nu. De collectie, ontstaan uit een particulier initiatief, bestaat reeds veertig jaar en bevat pijpen uit alle windstreken: van Mexico tot Japan, van Lapland tot Zuid-Afrika. Bewonder de vroegste pijp ter wereld; ruim drieduizend jaar oud, uit Laos. Of de bijzondere vormgeving van Europese pjpen, zoals de vlecht van twaalf pijpen. Ook opmerkelijk is een vorstenpijp uit Kameroen, voorzien van 27.500 gekleurde glaskralen. Natuurlijk toont het museum ook de pijp van de gewone man."
Katwijks MuseumKATWIJK AAN ZEEDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Katwijks+Museum/Katwijks+Museum.aspx	Katwijks Museum KATWIJK AAN ZEE					Museumkaart	
Tassenmuseum HendrikjeAMSTERDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Tassenmuseum+Hendrikje/Tassenmuseum+Hendrikje.aspx	Tassenmuseum Hendrikje AMSTERDAM					Museumkaart	
Rotterdams Radio MuseumROTTERDAMDe Museumkaart is niet geldig in dit museum	https://www.museumkaart.nl/museum/Rotterdams+Radio+Museum/Rotterdams+Radio+Museum.aspx	Rotterdams Radio Museum ROTTERDAM						"Het Rotterdams Radio Museum is gevestigd in een voormalige opslagloods van de NS. Het toont behalve oude radio’s ook platenspelers, bandrecorders en de eerste televisietoestellen en videorecorders. De verzameling radio’s van het museum bestrijkt een periode van ongeveer 100 jaar. Geniet van de eerste Corver kristalontvanger en de unieke Nonera radio met zijn karakteristieke hoornluidspreker, maar ook van diverse gadgets. Behalve aan radio’s biedt het museum ook onderdak aan nostalgische televisies, oude computers en stereoapparatuur. Ook is er een afdeling gewijd aan maritieme elektronica. Hier zijn onder meer radar- en navigatiesystemen te zien."
Stedelijk Museum 's Hertogenbo'S HERTOGENBOSCHDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Stedelijk+Museum+%27s+Hertogenbosch/Stedelijk+Museum+s-Hertogenbosch.aspx	Stedelijk Museum 's Hertogenbosch 'S HERTOGENBOSCH					Museumkaart	
Museum de KantfabriekHORSTDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Museum+de+Kantfabriek/De+Kantfabriek.aspx	Museum de Kantfabriek HORST	HORST					
Museum De WiegerDEURNEDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Museum+De+Wieger/Museum+De+Wieger.aspx	Museum De Wieger DEURNE	DEURNE					
Stadsmuseum DoetinchemDOETINCHEMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Stadsmuseum+Doetinchem/Stadsmuseum+Doetinchem.aspx	Stadsmuseum Doetinchem DOETINCHEM						"Het Stadsmuseum Doetinchem is gevestigd in het Oude Postkantoor van Doetinchem. Een gebouw uit 1920 met monumentale status en één van de mooiste voorbeelden van de Amsterdamse School stijl in de Achterhoek. Het Stadsmuseum laat de geschiedenis van Doetinchem zien aan de hand van een aantal bijzondere objecten; waaronder twee prachtige maquettes. Naast geschiedenis besteed het Stadsmuseum Doetinchem ook aandacht aan kunst, design en erfgoed middels diverse wisseltentoonstellingen. De vrijwilligers vertellen u graag meer over het museum en de collectie. Naast het museum treft u in het bijzondere gebouw ook restaurant Het Borghuis, de VVV Doetinchem en de Kunstuitleen Doetinchem aan."
Nederlands VolksbuurtmuseumUTRECHTDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Nederlands+Volksbuurtmuseum/Nederlands+Volksbuurtmuseum+.aspx	Nederlands Volksbuurtmuseum UTRECHT					Museumkaart	
Stadsmuseum DoetinchemDOETINCHEMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Stadsmuseum+Doetinchem/Stadsmuseum+Doetinchem.aspx	Stadsmuseum Doetinchem DOETINCHEM			Tonen op kaart	"http://maps.google.nl/maps?q=Locatie%C2%A0van%C2%A0DOETINCHEM%4051.9672011,6.2897361&hl=nl&ie=UTF8&t=m&om=1&z=12"		
Cube Design MuseumKERKRADEDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Cube+Design+Museum/Cube+design+museum.aspx	Cube Design Museum KERKRADE			Tonen op kaart	"http://maps.google.nl/maps?q=Locatie%C2%A0van%C2%A0KERKRADE%4050.86153,6.058568&hl=nl&ie=UTF8&t=m&om=1&z=12"		
Dit museum is kidsproofNatura Docet Wonderryck TwenteDENEKAMPDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Natura+Docet+Wonderryck+Twente/Natura+Docet+Wonderryck+Twente.aspx	Natura Docet Wonderryck Twente DENEKAMP		"Oldenzaalsestraat  39
7591GL  DENEKAMP
				            0541 - 35 13 25"				
Museum In 't Houten HuisDE RIJPDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Museum+In+%27t+Houten+Huis/Museum+In+%27t+Houten+Huis.aspx	Museum In 't Houten Huis DE RIJP						"Zoals de naam al doet vermoeden, is het museum gevestigd in een huis met een houten constructie uit de 18e eeuw. Museum in 't Houten Huis schetst een beeld van de rijke historie van het Schermereiland en zijn zeevarende bewoners. Op de begane grond staan de haringvisserij, walvisvaart en zeevaart centraal in de tentoonstelling van onder meer zeekaarten, journalen, prenten, scheepsonderdelen en baleinen voorwerpen. Een topstuk is een kajak uit Groenland. Verder komen in het museum ook de thema’s houten huizen, Doopsgezinden en Jan Adriaansz Leeghwater aan bod. In het 17e-eeuwse raadhuis van het aangrenzende dorp Graft huist de dependance van het museum. Het is een bezoek meer dan waard."
Streekmuseum-VolkssterrenwachtBURGUMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Streekmuseum-Volkssterrenwacht+Burgum/Streekmuseum+Volkssterrenwacht+Burgum.aspx	Streekmuseum-Volkssterrenwacht Burgum BURGUM	BURGUM					
Museum BronbeekARNHEMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Museum+Bronbeek/Museum+Bronbeek.aspx	Museum Bronbeek ARNHEM	ARNHEM					
DAF MuseumEINDHOVENDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/DAF+Museum/DAF+Museum.aspx	DAF Museum EINDHOVEN	EINDHOVEN					
Stedelijk Museum 's Hertogenbo'S HERTOGENBOSCHDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Stedelijk+Museum+%27s+Hertogenbosch/Stedelijk+Museum+s-Hertogenbosch.aspx	Stedelijk Museum 's Hertogenbosch 'S HERTOGENBOSCH	'S HERTOGENBOSCH					
Titus Brandsma MuseumBOLSWARDDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Titus+Brandsma+Museum/Titus+Brandsma+Museum.aspx	Titus Brandsma Museum BOLSWARD	BOLSWARD					
